year,lga_id,lga,state,zone,lat,lon,pop_6_11,urban,poverta_minorile,alfab_femminile,distanza_scuola_km,rapporto_alunni_ins,servizi_igienici_f,accesso_stradale,lavoro_minorile,eventi_conflitto,shock_climatico,scuola_coranica,acqua_potabile,spesa_edu_procapite,tasso_fuori_scuola,divario_genere_pp,tasso_fuori_scuola_f,tasso_fuori_scuola_m,target_oos_t1,bambini_fuori_scuola
2020,59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,5.201,7.71,37584,1,66.351,93.13,3.003,34.613,61.553,85.203,2.115,2,54.586,2.657,86.443,17.058,21.018,-0.01,21.012,21.023,13.533,7899
2021,59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,5.201,7.71,37584,1,60.159,88.18,0.948,53.409,49.372,92.446,11.105,1,54.92,0.869,70.29,14.778,13.533,-0.12,13.469,13.586,13.185,5086
2022,59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,5.201,7.71,37584,1,59.052,95.804,1.702,48.873,99.0,99.0,6.966,4,59.624,3.938,65.783,25.511,13.185,-1.32,12.459,13.779,19.472,4956
2023,59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,5.201,7.71,37584,1,67.141,86.739,3.42,29.089,57.81,99.0,11.311,2,52.648,0.0,69.041,13.641,19.472,-0.1,19.416,19.517,11.29,7318
2024,59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,5.201,7.71,37584,1,45.191,99.0,2.267,44.235,81.366,90.369,13.816,1,64.242,0.0,81.608,31.556,11.29,-0.83,10.833,11.664,13.955,4243
2025,59680162B36804655757784,Ikot Ekpene,Akwa Ibom,South South,5.201,7.71,37584,1,62.379,93.271,2.014,39.938,75.599,75.018,9.919,0,48.038,0.0,95.814,12.11,13.955,-2.69,12.475,15.167,,5245
2020,59680162B36976404849364,Ungogo,Kano,North West,12.042,8.443,33567,1,92.196,39.651,2.522,61.045,34.104,43.001,24.268,0,57.414,28.249,54.973,8.812,50.376,-0.57,50.06,50.634,41.093,16910
2021,59680162B36976404849364,Ungogo,Kano,North West,12.042,8.443,33567,1,75.91,46.85,2.908,72.478,28.119,56.853,17.827,1,48.567,38.908,55.792,27.563,41.093,-0.81,40.645,41.46,46.298,13794
2022,59680162B36976404849364,Ungogo,Kano,North West,12.042,8.443,33567,1,90.581,36.683,3.868,65.738,34.025,37.559,22.516,5,62.091,27.631,41.736,9.886,46.298,-0.86,45.824,46.686,50.886,15541
2023,59680162B36976404849364,Ungogo,Kano,North West,12.042,8.443,33567,1,80.676,69.599,2.972,60.223,51.581,35.284,33.443,2,65.158,39.197,52.105,24.391,50.886,4.15,53.171,49.016,43.585,17081
2024,59680162B36976404849364,Ungogo,Kano,North West,12.042,8.443,33567,1,78.257,54.057,2.775,64.409,56.999,69.291,24.652,4,48.971,28.637,69.486,18.355,43.585,-1.83,42.579,44.407,46.112,14630
2025,59680162B36976404849364,Ungogo,Kano,North West,12.042,8.443,33567,1,72.46,60.958,4.092,78.406,38.654,68.215,24.953,1,51.104,32.288,78.268,17.907,46.112,0.32,46.291,45.966,,15478
2020,59680162B37059166930142,Jema'A,Kaduna,North West,9.409,8.25,75563,0,84.55,32.936,5.63,68.793,15.939,31.461,31.707,2,57.305,40.458,50.683,9.761,59.198,3.42,61.077,57.661,52.781,44732
2021,59680162B37059166930142,Jema'A,Kaduna,North West,9.409,8.25,75563,0,97.379,34.462,3.597,73.616,34.943,50.7,38.804,3,84.993,35.758,47.881,17.257,52.781,2.36,54.08,51.719,50.355,39883
2022,59680162B37059166930142,Jema'A,Kaduna,North West,9.409,8.25,75563,0,96.829,28.363,5.631,61.086,51.495,57.722,34.691,2,56.876,40.692,52.378,12.092,50.355,2.47,51.713,49.243,55.478,38049
2023,59680162B37059166930142,Jema'A,Kaduna,North West,9.409,8.25,75563,0,92.652,39.485,4.728,72.361,30.306,54.88,29.417,1,53.601,46.248,38.33,16.554,55.478,0.45,55.726,55.275,48.773,41921
2024,59680162B37059166930142,Jema'A,Kaduna,North West,9.409,8.25,75563,0,91.46,49.483,3.598,60.157,33.752,44.143,36.228,0,60.171,18.333,55.242,11.082,48.773,-1.64,47.868,49.513,38.969,36854
2025,59680162B37059166930142,Jema'A,Kaduna,North West,9.409,8.25,75563,0,94.669,41.719,4.171,70.605,42.805,67.888,24.076,1,57.425,31.886,52.183,16.98,38.969,2.42,40.298,37.882,,29447
2020,59680162B37281482686762,Wamba,Nasarawa,North Central,9.001,8.716,78842,0,70.194,43.503,3.086,53.064,35.589,38.09,15.749,2,39.429,8.427,76.798,15.545,37.875,2.12,39.039,36.922,39.956,29861
2021,59680162B37281482686762,Wamba,Nasarawa,North Central,9.001,8.716,78842,0,65.866,42.433,3.358,53.396,41.376,47.711,18.456,2,53.755,33.373,82.949,20.874,39.956,1.95,41.029,39.078,30.854,31502
2022,59680162B37281482686762,Wamba,Nasarawa,North Central,9.001,8.716,78842,0,65.792,53.693,3.235,48.492,56.605,50.52,18.237,4,48.202,5.831,71.429,25.794,30.854,-0.15,30.772,30.922,35.931,24326
2023,59680162B37281482686762,Wamba,Nasarawa,North Central,9.001,8.716,78842,0,80.144,66.782,4.064,43.419,55.707,35.962,29.186,3,21.634,0.0,59.621,22.031,35.931,4.43,38.369,33.936,29.251,28328
2024,59680162B37281482686762,Wamba,Nasarawa,North Central,9.001,8.716,78842,0,81.61,73.818,0.2,46.732,19.66,60.104,18.478,1,49.91,11.403,67.753,21.112,29.251,0.63,29.598,28.967,35.481,23062
2025,59680162B37281482686762,Wamba,Nasarawa,North Central,9.001,8.716,78842,0,84.027,47.853,2.549,36.297,26.29,69.864,17.605,2,32.636,5.812,60.379,28.624,35.481,3.09,37.18,34.091,,27974
2020,59680162B37327775180775,Agege,Lagos,South West,6.624,3.317,14020,1,56.547,94.299,0.2,45.784,76.282,91.198,15.783,0,42.142,3.977,93.141,19.454,8.337,-2.43,7.0,9.43,6.545,1169
2021,59680162B37327775180775,Agege,Lagos,South West,6.624,3.317,14020,1,47.535,98.917,1.518,42.292,75.684,99.0,0.5,0,46.275,0.0,99.0,27.635,6.545,-2.53,5.155,7.683,18.687,918
2022,59680162B37327775180775,Agege,Lagos,South West,6.624,3.317,14020,1,61.792,89.989,0.2,53.833,75.753,66.081,7.281,1,42.202,0.0,99.0,37.949,18.687,-3.0,17.037,20.037,7.624,2620
2023,59680162B37327775180775,Agege,Lagos,South West,6.624,3.317,14020,1,56.306,90.077,0.972,59.469,87.653,99.0,13.553,0,31.708,0.0,96.818,28.013,7.624,-0.77,7.201,7.97,10.739,1069
2024,59680162B37327775180775,Agege,Lagos,South West,6.624,3.317,14020,1,55.96,96.497,0.2,39.365,86.522,87.34,6.076,1,33.259,0.0,99.0,20.003,10.739,-2.7,9.254,11.954,11.517,1506
2025,59680162B37327775180775,Agege,Lagos,South West,6.624,3.317,14020,1,62.761,99.0,0.2,36.874,81.889,99.0,10.101,0,46.675,0.0,77.038,17.155,11.517,-3.0,9.867,12.867,,1615
2020,59680162B37340403082689,Batagarawa,Katsina,North West,12.867,7.531,17072,0,92.131,35.707,6.19,54.634,16.076,33.12,24.703,2,57.088,27.992,55.239,33.602,56.021,3.53,57.962,54.433,46.118,9564
2021,59680162B37340403082689,Batagarawa,Katsina,North West,12.867,7.531,17072,0,96.72,20.442,4.914,72.349,30.182,44.786,19.16,2,68.395,31.211,21.845,13.667,46.118,2.95,47.74,44.791,52.807,7873
2022,59680162B37340403082689,Batagarawa,Katsina,North West,12.867,7.531,17072,0,90.735,29.511,5.125,41.253,29.494,22.646,23.743,0,84.122,40.511,25.311,32.568,52.807,-0.25,52.67,52.919,48.854,9015
2023,59680162B37340403082689,Batagarawa,Katsina,North West,12.867,7.531,17072,0,80.794,35.108,6.762,61.967,63.788,36.491,34.459,1,53.306,29.021,55.197,15.122,48.854,0.05,48.883,48.83,43.676,8340
2024,59680162B37340403082689,Batagarawa,Katsina,North West,12.867,7.531,17072,0,80.004,28.913,3.628,44.979,28.648,51.481,36.401,4,50.398,28.249,58.022,19.879,43.676,1.17,44.321,43.149,44.895,7456
2025,59680162B37340403082689,Batagarawa,Katsina,North West,12.867,7.531,17072,0,77.543,54.503,5.253,62.904,53.223,34.355,22.812,2,60.564,24.007,63.635,21.203,44.895,-0.53,44.603,45.134,,7664
2020,59680162B37513478805829,Gummi,Zamfara,North West,12.033,5.117,79772,0,89.259,40.867,4.87,69.156,36.141,23.112,31.444,0,55.18,33.449,44.702,31.728,47.732,-0.78,47.306,48.081,42.681,38077
2021,59680162B37513478805829,Gummi,Zamfara,North West,12.033,5.117,79772,0,94.655,43.728,5.05,64.74,53.115,40.961,21.67,4,59.044,33.187,84.93,10.527,42.681,-0.42,42.45,42.87,44.275,34047
2022,59680162B37513478805829,Gummi,Zamfara,North West,12.033,5.117,79772,0,80.017,22.421,4.549,64.706,15.154,58.525,35.591,0,63.073,27.489,43.633,26.17,44.275,1.8,45.266,43.465,49.045,35319
2023,59680162B37513478805829,Gummi,Zamfara,North West,12.033,5.117,79772,0,75.632,26.553,4.171,46.853,44.683,45.98,36.723,3,55.912,45.782,52.718,15.811,49.045,1.64,49.945,48.308,52.189,39124
2024,59680162B37513478805829,Gummi,Zamfara,North West,12.033,5.117,79772,0,87.107,44.99,2.862,64.806,15.528,29.172,30.143,2,35.551,34.23,42.468,25.957,52.189,3.7,54.225,50.523,48.285,41632
2025,59680162B37513478805829,Gummi,Zamfara,North West,12.033,5.117,79772,0,80.206,36.887,4.415,66.393,40.484,31.53,33.218,1,77.669,47.89,61.68,36.256,48.285,0.5,48.559,48.061,,38518
2020,59680162B37931278966472,Boki,Cross River,South South,6.242,9.025,49101,1,69.004,90.203,1.748,57.044,62.275,92.657,8.748,0,46.908,0.0,90.922,17.962,20.027,-1.58,19.156,20.74,17.554,9834
2021,59680162B37931278966472,Boki,Cross River,South South,6.242,9.025,49101,1,65.598,84.396,0.875,39.755,74.353,78.587,4.137,1,55.798,0.0,64.151,12.803,17.554,-0.98,17.017,17.993,28.67,8619
2022,59680162B37931278966472,Boki,Cross River,South South,6.242,9.025,49101,1,57.663,99.0,2.844,40.095,54.639,84.386,10.327,2,64.847,0.0,98.257,19.989,28.67,1.44,29.462,28.023,15.233,14077
2023,59680162B37931278966472,Boki,Cross River,South South,6.242,9.025,49101,1,53.125,93.84,0.31,27.302,71.814,87.497,12.248,1,42.277,0.0,97.459,32.948,15.233,-2.18,14.032,16.216,14.872,7480
2024,59680162B37931278966472,Boki,Cross River,South South,6.242,9.025,49101,1,55.194,78.238,0.854,21.903,71.387,99.0,17.271,1,50.378,16.603,80.866,27.846,14.872,-0.45,14.622,15.077,13.481,7303
2025,59680162B37931278966472,Boki,Cross River,South South,6.242,9.025,49101,1,47.792,99.0,0.503,42.065,80.931,73.899,10.494,1,74.457,0.0,99.0,33.848,13.481,-1.79,12.498,14.285,,6619
2020,59680162B38183120701356,Municipal Area Council,FCT,North Central,8.888,7.502,18512,1,53.824,68.248,1.489,48.005,55.9,64.896,26.264,2,56.824,0.0,90.713,21.23,24.794,-0.31,24.625,24.933,30.073,4590
2021,59680162B38183120701356,Municipal Area Council,FCT,North Central,8.888,7.502,18512,1,71.886,71.075,0.343,54.01,40.748,51.117,30.417,1,49.196,0.0,78.152,20.638,30.073,-1.49,29.252,30.744,21.154,5567
2022,59680162B38183120701356,Municipal Area Council,FCT,North Central,8.888,7.502,18512,1,63.318,76.188,1.691,53.272,67.145,47.769,25.489,1,59.233,0.0,95.592,20.474,21.154,0.97,21.686,20.718,19.685,3916
2023,59680162B38183120701356,Municipal Area Council,FCT,North Central,8.888,7.502,18512,1,71.619,68.419,0.633,26.683,70.804,72.65,15.621,1,69.222,0.0,69.948,23.968,19.685,-0.81,19.24,20.049,26.244,3644
2024,59680162B38183120701356,Municipal Area Council,FCT,North Central,8.888,7.502,18512,1,70.437,53.851,1.303,52.869,53.745,74.876,22.618,1,42.838,0.0,63.895,19.127,26.244,2.53,27.637,25.105,27.503,4858
2025,59680162B38183120701356,Municipal Area Council,FCT,North Central,8.888,7.502,18512,1,55.852,78.318,4.411,53.192,39.79,67.493,16.188,0,65.817,0.259,61.179,19.412,27.503,0.54,27.799,27.26,,5091
2020,59680162B38204256572023,Eti Osa,Lagos,South West,6.457,3.582,18107,1,53.519,96.895,0.528,39.619,83.65,99.0,5.525,0,36.158,0.021,87.102,31.454,2.424,-2.64,0.971,3.614,3.359,439
2021,59680162B38204256572023,Eti Osa,Lagos,South West,6.457,3.582,18107,1,44.995,96.367,2.417,48.596,84.993,99.0,5.978,0,34.555,0.0,95.519,26.486,3.359,-3.0,1.709,4.709,12.996,608
2022,59680162B38204256572023,Eti Osa,Lagos,South West,6.457,3.582,18107,1,60.256,77.51,0.2,37.434,83.653,92.596,6.155,0,38.254,0.0,99.0,18.444,12.996,-1.89,11.954,13.849,10.624,2353
2023,59680162B38204256572023,Eti Osa,Lagos,South West,6.457,3.582,18107,1,58.916,86.727,0.2,27.506,95.586,90.384,10.281,1,36.423,13.888,94.417,11.228,10.624,-2.42,9.292,11.713,9.72,1924
2024,59680162B38204256572023,Eti Osa,Lagos,South West,6.457,3.582,18107,1,57.447,99.0,2.952,38.952,72.263,99.0,9.389,0,46.998,0.0,99.0,33.982,9.72,-0.09,9.673,9.758,8.121,1760
2025,59680162B38204256572023,Eti Osa,Lagos,South West,6.457,3.582,18107,1,53.657,96.552,0.2,37.686,74.948,99.0,12.684,0,11.119,0.848,99.0,25.949,8.121,-1.5,7.296,8.795,,1470
2020,59680162B38335311272259,Onicha,Ebonyi,South East,6.107,7.817,44662,1,52.67,99.0,0.2,23.485,86.564,89.817,0.5,0,45.737,6.946,78.419,9.671,10.159,-2.71,8.668,11.38,3.353,4537
2021,59680162B38335311272259,Onicha,Ebonyi,South East,6.107,7.817,44662,1,62.43,99.0,0.2,32.808,70.908,68.692,0.5,1,37.97,0.0,91.115,15.654,3.353,-2.04,2.233,4.27,14.923,1498
2022,59680162B38335311272259,Onicha,Ebonyi,South East,6.107,7.817,44662,1,54.372,91.457,0.965,40.581,66.599,91.887,12.011,1,35.882,10.925,99.0,22.039,14.923,-0.77,14.5,15.27,3.953,6665
2023,59680162B38335311272259,Onicha,Ebonyi,South East,6.107,7.817,44662,1,55.562,99.0,2.073,33.501,99.0,80.866,0.5,1,46.516,0.0,95.528,30.12,3.953,-2.55,2.551,5.101,7.937,1766
2024,59680162B38335311272259,Onicha,Ebonyi,South East,6.107,7.817,44662,1,49.103,99.0,0.974,47.173,83.381,99.0,3.531,1,10.504,0.0,99.0,40.283,7.937,-2.01,6.833,8.84,10.842,3545
2025,59680162B38335311272259,Onicha,Ebonyi,South East,6.107,7.817,44662,1,56.743,87.291,2.183,50.832,89.276,99.0,9.66,0,30.689,0.0,85.464,33.537,10.842,0.22,10.961,10.745,,4842
2020,59680162B38390932765307,Atakunmosa East,Osun,South West,7.44,4.744,21714,1,66.317,99.0,0.957,33.778,88.893,92.643,9.962,0,38.676,0.0,97.872,16.668,5.474,-1.62,4.582,6.204,17.702,1189
2021,59680162B38390932765307,Atakunmosa East,Osun,South West,7.44,4.744,21714,1,68.198,76.222,1.486,46.834,79.031,99.0,5.1,1,44.331,0.0,77.993,15.442,17.702,-1.39,16.937,18.328,8.696,3844
2022,59680162B38390932765307,Atakunmosa East,Osun,South West,7.44,4.744,21714,1,46.128,99.0,0.2,26.616,92.888,81.327,20.682,2,36.216,9.643,95.071,15.159,8.696,-0.59,8.37,8.963,7.029,1888
2023,59680162B38390932765307,Atakunmosa East,Osun,South West,7.44,4.744,21714,1,62.49,99.0,1.0,48.423,86.031,96.304,12.521,1,21.333,0.0,94.974,50.15,7.029,-3.0,5.379,8.379,14.495,1526
2024,59680162B38390932765307,Atakunmosa East,Osun,South West,7.44,4.744,21714,1,55.666,93.401,3.658,52.693,78.558,86.361,8.312,0,24.147,0.0,99.0,38.641,14.495,-1.27,13.797,15.066,1.133,3147
2025,59680162B38390932765307,Atakunmosa East,Osun,South West,7.44,4.744,21714,1,45.608,99.0,0.2,43.974,68.163,99.0,0.5,0,38.703,0.0,99.0,24.151,1.133,-0.16,1.048,1.203,,246
2020,59680162B38485988708032,Nguru,Yobe,North East,12.982,10.361,44099,0,85.02,34.134,4.452,60.398,19.15,33.73,14.934,4,67.75,27.083,45.811,13.099,48.701,4.09,50.949,46.861,49.446,21477
2021,59680162B38485988708032,Nguru,Yobe,North East,12.982,10.361,44099,0,85.488,47.576,5.652,57.727,40.107,8.992,25.7,2,68.979,24.339,50.96,29.349,49.446,1.72,50.391,48.672,55.357,21805
2022,59680162B38485988708032,Nguru,Yobe,North East,12.982,10.361,44099,0,95.752,32.078,4.589,47.178,30.018,37.598,31.329,4,86.108,27.36,27.304,15.834,55.357,0.17,55.452,55.279,51.633,24412
2023,59680162B38485988708032,Nguru,Yobe,North East,12.982,10.361,44099,0,81.364,42.296,5.088,62.153,59.425,33.772,28.382,3,58.601,34.949,48.696,14.255,51.633,1.32,52.359,51.039,39.388,22770
2024,59680162B38485988708032,Nguru,Yobe,North East,12.982,10.361,44099,0,82.16,30.49,3.38,42.62,52.495,73.554,24.074,8,55.797,26.699,53.664,11.924,39.388,1.49,40.206,38.719,53.504,17370
2025,59680162B38485988708032,Nguru,Yobe,North East,12.982,10.361,44099,0,84.927,40.479,4.914,65.985,25.059,55.459,27.686,6,69.558,38.265,57.691,20.533,53.504,2.53,54.894,52.367,,23595
2020,59680162B38736391522213,Idemili South,Anambra,South East,6.058,6.829,10576,1,53.339,99.0,0.442,32.395,80.699,87.773,5.781,1,32.603,0.0,93.124,11.534,1.184,-2.22,0.5,2.182,5.124,125
2021,59680162B38736391522213,Idemili South,Anambra,South East,6.058,6.829,10576,1,65.894,99.0,1.192,32.459,70.092,86.409,13.467,1,34.095,0.0,97.14,19.875,5.124,1.71,6.067,4.353,8.679,542
2022,59680162B38736391522213,Idemili South,Anambra,South East,6.058,6.829,10576,1,58.514,96.083,0.628,35.35,56.015,94.131,5.239,0,47.689,7.277,99.0,38.757,8.679,-0.73,8.275,9.009,2.402,918
2023,59680162B38736391522213,Idemili South,Anambra,South East,6.058,6.829,10576,1,70.856,99.0,1.382,17.95,99.0,94.423,11.876,0,34.04,0.0,99.0,24.611,2.402,1.08,2.997,1.915,8.708,254
2024,59680162B38736391522213,Idemili South,Anambra,South East,6.058,6.829,10576,1,62.648,99.0,1.657,17.6,87.423,99.0,6.466,0,23.152,0.0,96.445,24.515,8.708,-1.01,8.155,9.161,10.465,921
2025,59680162B38736391522213,Idemili South,Anambra,South East,6.058,6.829,10576,1,63.748,99.0,0.974,43.929,83.55,99.0,0.5,0,26.655,0.0,99.0,27.676,10.465,-1.61,9.58,11.19,,1107
2020,59680162B39308677673484,Ibaji,Kogi,North Central,6.815,6.783,66344,0,60.043,48.011,1.899,43.936,41.16,45.849,19.354,2,52.19,12.274,66.694,7.46,27.891,3.48,29.807,26.323,36.232,18504
2021,59680162B39308677673484,Ibaji,Kogi,North Central,6.815,6.783,66344,0,76.215,57.914,4.955,43.269,35.073,69.61,8.176,4,47.33,18.468,50.897,14.704,36.232,-0.42,36.002,36.42,31.672,24038
2022,59680162B39308677673484,Ibaji,Kogi,North Central,6.815,6.783,66344,0,88.71,65.381,4.519,41.86,71.701,67.501,14.137,3,46.58,28.328,61.556,13.535,31.672,-2.49,30.301,32.795,39.733,21013
2023,59680162B39308677673484,Ibaji,Kogi,North Central,6.815,6.783,66344,0,72.133,56.383,4.417,53.75,39.357,53.694,20.658,1,42.763,0.0,57.361,19.516,39.733,0.58,40.05,39.473,27.216,26360
2024,59680162B39308677673484,Ibaji,Kogi,North Central,6.815,6.783,66344,0,79.465,64.425,3.504,43.537,63.622,68.924,22.481,1,32.446,23.134,77.95,15.17,27.216,-3.0,25.566,28.566,19.559,18056
2025,59680162B39308677673484,Ibaji,Kogi,North Central,6.815,6.783,66344,0,81.637,67.013,2.47,45.255,74.074,60.734,19.105,1,35.617,7.881,59.886,32.992,19.559,-1.43,18.773,20.202,,12976
2020,59680162B3936014826761,Bindawa,Katsina,North West,12.708,7.879,31693,0,87.523,51.608,4.462,57.302,20.852,22.771,26.435,1,56.203,26.805,29.643,16.783,51.588,-0.8,51.147,51.949,48.751,16350
2021,59680162B3936014826761,Bindawa,Katsina,North West,12.708,7.879,31693,0,94.148,34.998,2.842,47.991,21.165,33.037,32.24,2,82.24,38.967,52.662,14.971,48.751,2.94,50.37,47.427,44.803,15451
2022,59680162B3936014826761,Bindawa,Katsina,North West,12.708,7.879,31693,0,93.979,30.887,3.774,70.41,45.836,40.342,29.104,2,49.866,43.805,34.809,24.034,44.803,1.93,45.867,43.932,50.059,14199
2023,59680162B3936014826761,Bindawa,Katsina,North West,12.708,7.879,31693,0,79.366,37.807,4.969,55.477,12.848,40.138,15.858,0,85.915,23.337,37.971,16.835,50.059,3.75,52.123,48.371,61.259,15865
2024,59680162B3936014826761,Bindawa,Katsina,North West,12.708,7.879,31693,0,95.139,40.095,5.36,62.95,45.035,45.238,32.993,5,44.591,33.817,43.624,17.866,61.259,0.92,61.763,60.847,62.527,19415
2025,59680162B3936014826761,Bindawa,Katsina,North West,12.708,7.879,31693,0,87.473,50.144,6.056,56.134,7.5,20.863,28.786,1,62.595,50.247,67.815,11.338,62.527,1.64,63.429,61.79,,19817
2020,59680162B39513276000218,Owerri North,Imo,South East,5.437,7.104,67164,0,88.427,98.183,1.345,35.175,85.9,58.192,4.793,1,45.407,0.0,88.79,22.275,18.241,-1.52,17.403,18.927,16.286,12252
2021,59680162B39513276000218,Owerri North,Imo,South East,5.437,7.104,67164,0,67.519,91.074,1.289,32.806,70.712,74.662,12.495,1,27.032,8.314,72.679,38.575,16.286,-2.52,14.899,17.422,31.54,10939
2022,59680162B39513276000218,Owerri North,Imo,South East,5.437,7.104,67164,0,71.951,79.646,2.777,50.164,43.431,78.49,4.821,1,47.107,0.0,68.478,25.366,31.54,0.12,31.607,31.485,10.723,21184
2023,59680162B39513276000218,Owerri North,Imo,South East,5.437,7.104,67164,0,70.242,82.073,0.21,37.907,89.209,97.484,13.12,1,49.11,3.227,84.711,31.683,10.723,-2.19,9.52,11.707,5.546,7202
2024,59680162B39513276000218,Owerri North,Imo,South East,5.437,7.104,67164,0,67.021,93.409,1.502,21.831,99.0,86.163,1.879,2,32.849,0.0,89.135,18.408,5.546,-3.0,3.896,6.896,8.669,3725
2025,59680162B39513276000218,Owerri North,Imo,South East,5.437,7.104,67164,0,62.801,97.526,0.2,31.833,91.951,84.557,4.202,0,44.442,5.779,80.61,14.906,8.669,-1.31,7.949,9.258,,5822
2020,59680162B39799007570945,Hadejia,Jigawa,North West,12.465,10.064,33680,0,85.031,23.379,3.639,50.498,25.349,21.857,35.691,1,60.73,25.269,49.897,16.6,44.456,2.08,45.598,43.521,57.018,14973
2021,59680162B39799007570945,Hadejia,Jigawa,North West,12.465,10.064,33680,0,85.558,29.988,5.638,58.058,26.288,20.197,35.635,3,67.031,31.655,34.573,17.451,57.018,1.85,58.036,56.186,39.71,19204
2022,59680162B39799007570945,Hadejia,Jigawa,North West,12.465,10.064,33680,0,83.081,17.45,2.998,53.049,17.718,52.63,23.244,1,50.347,30.81,40.795,16.381,39.71,0.36,39.911,39.546,54.308,13374
2023,59680162B39799007570945,Hadejia,Jigawa,North West,12.465,10.064,33680,0,92.307,31.909,4.833,58.917,19.225,38.148,42.955,1,69.506,32.981,59.401,21.94,54.308,1.55,55.158,53.613,48.114,18291
2024,59680162B39799007570945,Hadejia,Jigawa,North West,12.465,10.064,33680,0,80.196,43.674,3.274,56.696,27.912,33.353,34.558,4,72.99,23.979,53.011,38.848,48.114,3.63,50.112,46.48,39.829,16205
2025,59680162B39799007570945,Hadejia,Jigawa,North West,12.465,10.064,33680,0,85.562,25.069,4.663,54.326,29.648,44.843,32.896,0,84.908,15.397,54.343,27.744,39.829,1.78,40.811,39.026,,13414
2020,59680162B40051654285197,Yorro,Taraba,North East,8.88,11.53,23116,0,89.212,46.462,4.572,56.85,35.461,34.7,38.606,5,51.255,23.858,28.411,16.2,50.98,0.77,51.404,50.632,38.206,11784
2021,59680162B40051654285197,Yorro,Taraba,North East,8.88,11.53,23116,0,78.974,27.2,4.036,60.423,26.692,29.984,26.411,3,46.951,32.575,53.819,18.837,38.206,0.5,38.478,37.983,43.814,8832
2022,59680162B40051654285197,Yorro,Taraba,North East,8.88,11.53,23116,0,91.901,48.51,3.852,67.005,49.722,35.298,37.69,2,73.941,21.253,43.062,9.463,43.814,1.85,44.831,42.981,41.557,10128
2023,59680162B40051654285197,Yorro,Taraba,North East,8.88,11.53,23116,0,76.697,31.927,3.278,61.433,40.761,29.53,30.793,7,76.397,27.49,58.94,35.757,41.557,4.05,43.783,39.736,45.855,9606
2024,59680162B40051654285197,Yorro,Taraba,North East,8.88,11.53,23116,0,89.164,48.129,6.495,74.766,34.388,38.315,25.866,5,66.825,19.056,57.65,24.477,45.855,-0.15,45.775,45.921,47.65,10600
2025,59680162B40051654285197,Yorro,Taraba,North East,8.88,11.53,23116,0,91.23,21.651,4.092,70.415,46.511,56.176,27.146,5,72.695,31.594,49.787,32.431,47.65,4.52,50.137,45.616,,11015
2020,59680162B40329870656537,Jakusko,Yobe,North East,12.433,10.982,11998,1,85.865,33.129,2.469,65.946,52.109,46.802,19.033,6,49.516,21.67,53.847,13.133,40.718,0.77,41.14,40.372,31.484,4885
